team,name,nationality,position,apps,mins,goals,xg,goals_vs_xg,shots,sot,conv_pct,xg_per_shot,goals_x90,xg_x90,goals_vs_xg_x90,shots_x90,sot_x90,xg_per_90,goals_per_90,xa_per_90,assists_per_90,start_probability,status,saves_made,goals_conceded,save_perc,goals_prevented,xgot_conceded
Cote d'Ivoire,Evann Guessand,Cote d'Ivoire,FW,1,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Curacao,Shurandy Sambo,Curacao,DF,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Curacao,Sherel Floranus,Curacao,DF,3,270,0.0,0.12,-0.12,2.0,0.0,0.0,0.06,0.0,0.04,-0.04,0.67,0.0,0.04,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Curacao,Livano Comenencia,Curacao,DF,3,235,1.0,0.24,0.76,5.0,2.0,20.0,0.05,0.38,0.09,0.29,1.91,0.77,0.09,0.38,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Curacao,Roshon van Eijma,Curacao,DF,1,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Curacao,Godfried Roemeratoe,Curacao,MF,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Curacao,Sontje Hansen,Curacao,FW,1,45,0.0,0.03,-0.03,1.0,1.0,0.0,0.03,0.0,0.06,-0.06,2.0,2.0,0.06,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Curacao,Juninho Bacuna,Curacao,MF,3,255,0.0,0.24,-0.24,5.0,1.0,0.0,0.05,0.0,0.08,-0.08,1.76,0.35,0.08,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Cote d'Ivoire,Guela Doue,Cote d'Ivoire,DF,3,187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Cote d'Ivoire,Ousmane Diomande,Cote d'Ivoire,DF,1,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Cote d'Ivoire,Ange-Yoan Bonny,Cote d'Ivoire,FW,3,176,0.0,0.05,-0.05,1.0,1.0,0.0,0.05,0.0,0.03,-0.03,0.51,0.51,0.03,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Cote d'Ivoire,Christ Inao Oulai,Cote d'Ivoire,MF,3,148,0.0,0.23,-0.23,2.0,0.0,0.0,0.11,0.0,0.14,-0.14,1.22,0.0,0.14,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Curacao,Tahith Chong,Curacao,MF,3,249,0.0,0.12,-0.12,4.0,2.0,0.0,0.03,0.0,0.04,-0.04,1.45,0.72,0.04,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Cote d'Ivoire,Elye Wahi,Cote d'Ivoire,FW,2,79,0.0,0.75,-0.75,3.0,2.0,0.0,0.25,0.0,0.85,-0.85,3.42,2.28,0.85,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Cote d'Ivoire,Franck Kessie,Cote d'Ivoire,MF,3,257,1.0,0.58,0.42,3.0,1.0,33.33,0.19,0.35,0.2,0.15,1.05,0.35,0.2,0.35,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Cote d'Ivoire,Emmanuel Agbadou,Cote d'Ivoire,DF,2,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Cote d'Ivoire,Christopher Operi,Cote d'Ivoire,DF,1,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Curacao,Joshua Brenet,Curacao,DF,2,179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Curacao,Riechedly Bazoer,Curacao,DF,1,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Cote d'Ivoire,Ghislain Konan,Cote d'Ivoire,DF,2,180,0.0,0.08,-0.08,2.0,0.0,0.0,0.04,0.0,0.04,-0.04,1.0,0.0,0.04,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Cote d'Ivoire,Odilon Kossounou,Cote d'Ivoire,DF,3,181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Curacao,Tyrese Noslin,Curacao,MF,1,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Curacao,Gervane Kastaneer,Curacao,FW,3,27,0.0,0.04,-0.04,1.0,0.0,0.0,0.04,0.0,0.13,-0.13,3.33,0.0,0.13,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Cote d'Ivoire,Seko Fofana,Cote d'Ivoire,MF,2,92,0.0,0.29,-0.29,5.0,1.0,0.0,0.06,0.0,0.28,-0.28,4.89,0.98,0.28,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Curacao,Kenji Gorre,Curacao,FW,1,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Curacao,Armando Obispo,Curacao,DF,3,270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Cote d'Ivoire,Evan Ndicka,Cote d'Ivoire,DF,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Cote d'Ivoire,Bazoumana Toure,Cote d'Ivoire,FW,2,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Cote d'Ivoire,Nicolas Pepe,Cote d'Ivoire,FW,3,149,2.0,0.78,1.22,4.0,2.0,50.0,0.2,1.21,0.47,0.74,2.42,1.21,0.47,1.21,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Cote d'Ivoire,Wilfried Singo,Cote d'Ivoire,DF,2,172,0.0,0.15,-0.15,2.0,0.0,0.0,0.07,0.0,0.08,-0.08,1.05,0.0,0.08,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Curacao,Kevin Felida,Curacao,MF,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Curacao,Jeremy Antonisse,Curacao,FW,2,74,0.0,0.05,-0.05,1.0,0.0,0.0,0.05,0.0,0.06,-0.06,1.22,0.0,0.06,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Cote d'Ivoire,Oumar Diakite,Cote d'Ivoire,FW,1,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Curacao,Jurgen Locadia,Curacao,FW,3,237,0.0,0.11,-0.11,1.0,0.0,0.0,0.11,0.0,0.04,-0.04,0.38,0.0,0.04,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Czechia,Robin Hranac,Czechia,DF,3,270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Czechia,Adam Hlozek,Czechia,FW,3,157,0.0,0.21,-0.21,3.0,1.0,0.0,0.07,0.0,0.12,-0.12,1.72,0.57,0.12,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Mexico,Johan Vasquez,Mexico,DF,2,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Czechia,Tomas Soucek,Czechia,MF,3,136,0.0,0.28,-0.28,1.0,0.0,0.0,0.28,0.0,0.19,-0.19,0.66,0.0,0.19,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Mexico,Santiago Gimenez,Mexico,FW,2,37,0.0,0.1,-0.1,1.0,1.0,0.0,0.1,0.0,0.24,-0.24,2.43,2.43,0.24,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Czechia,Jan Kuchta,Czechia,FW,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Mexico,Julian Quinones,Mexico,FW,3,253,2.0,1.28,0.72,10.0,4.0,20.0,0.13,0.71,0.46,0.26,3.56,1.42,0.46,0.71,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Mexico,Gilberto Mora,Mexico,MF,2,96,0.0,0.03,-0.03,1.0,0.0,0.0,0.03,0.0,0.03,-0.03,0.94,0.0,0.03,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Czechia,Alexandr Sojka,Czechia,MF,3,142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Mexico,Luis Chavez,Mexico,MF,1,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Czechia,Tomas Holes,Czechia,DF,2,154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Mexico,Roberto Alvarado,Mexico,FW,3,260,0.0,0.08,-0.08,2.0,0.0,0.0,0.04,0.0,0.03,-0.03,0.69,0.0,0.03,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Czechia,Lukas Provod,Czechia,MF,3,121,0.0,0.03,-0.03,1.0,0.0,0.0,0.03,0.0,0.02,-0.02,0.74,0.0,0.02,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Mexico,Cesar Montes,Mexico,DF,2,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Mexico,Alvaro Fidalgo,Mexico,MF,2,84,1.0,0.21,0.79,1.0,1.0,100.0,0.21,1.07,0.23,0.85,1.07,1.07,0.23,1.07,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Mexico,Mateo Chavez,Mexico,DF,1,78,1.0,0.43,0.57,1.0,1.0,100.0,0.43,1.15,0.5,0.66,1.15,1.15,0.5,1.15,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Czechia,Hugo Sochurek,Czechia,MF,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Mexico,Guillermo Martinez,Mexico,FW,1,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Czechia,David Doudera,Czechia,MF,1,90,0.0,0.06,-0.06,4.0,0.0,0.0,0.01,0.0,0.06,-0.06,4.0,0.0,0.06,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Czechia,David Zima,Czechia,DF,1,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Czechia,Pavel Sulc,Czechia,MF,3,189,0.0,0.04,-0.04,2.0,0.0,0.0,0.02,0.0,0.02,-0.02,0.95,0.0,0.02,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Czechia,Patrik Schick,Czechia,FW,3,180,0.0,0.2,-0.2,2.0,1.0,0.0,0.1,0.0,0.1,-0.1,1.0,0.5,0.1,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Mexico,Alexis Vega,Mexico,FW,1,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Mexico,Jesus Gallardo,Mexico,DF,3,192,0.0,0.09,-0.09,3.0,0.0,0.0,0.03,0.0,0.04,-0.04,1.41,0.0,0.04,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Czechia,Michal Sadilek,Czechia,MF,3,183,1.0,0.53,0.47,7.0,3.0,14.29,0.08,0.49,0.26,0.23,3.44,1.48,0.26,0.49,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Mexico,Erik Lira,Mexico,MF,2,166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Mexico,Cesar Huerta,Mexico,MF,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Mexico,Luis Romo,Mexico,MF,2,134,1.0,0.07,0.93,1.0,1.0,100.0,0.07,0.67,0.05,0.62,0.67,0.67,0.05,0.67,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Mexico,Israel Reyes,Mexico,DF,3,190,0.0,0.05,-0.05,2.0,0.0,0.0,0.02,0.0,0.02,-0.02,0.95,0.0,0.02,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Czechia,Denis Visinsky,Czechia,MF,1,56,0.0,0.23,-0.23,3.0,0.0,0.0,0.08,0.0,0.37,-0.37,4.82,0.0,0.37,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Mexico,Brian Gutierrez,Mexico,MF,2,137,0.0,0.22,-0.22,5.0,0.0,0.0,0.04,0.0,0.14,-0.14,3.28,0.0,0.14,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Mexico,Raul Jimenez,Mexico,FW,2,156,1.0,1.12,-0.12,6.0,3.0,16.67,0.19,0.58,0.65,-0.07,3.46,1.73,0.65,0.58,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Czechia,Lukas Cerv,Czechia,MF,2,165,0.0,0.15,-0.15,3.0,2.0,0.0,0.05,0.0,0.08,-0.08,1.64,1.09,0.08,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Mexico,Edson Alvarez,Mexico,MF,3,194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Mexico,Armando Gonzalez,Mexico,FW,1,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Czechia,Jaroslav Zeleny,Czechia,DF,2,125,0.0,0.01,-0.01,1.0,0.0,0.0,0.01,0.0,0.01,-0.01,0.72,0.0,0.01,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Czechia,Ladislav Krejci,Czechia,DF,3,270,1.0,0.47,0.53,5.0,1.0,20.0,0.09,0.33,0.16,0.18,1.67,0.33,0.16,0.33,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Czechia,Stepan Chaloupek,Czechia,DF,1,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Czechia,Tomas Chory,Czechia,FW,2,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Mexico,Obed Vargas,Mexico,MF,2,46,0.0,0.02,-0.02,1.0,1.0,0.0,0.02,0.0,0.04,-0.04,1.96,1.96,0.04,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Mexico,Jorge Sanchez,Mexico,DF,2,180,0.0,0.03,-0.03,1.0,1.0,0.0,0.03,0.0,0.01,-0.01,0.5,0.5,0.01,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Czechia,Vladimir Coufal,Czechia,DF,3,270,0.0,0.02,-0.02,1.0,0.0,0.0,0.02,0.0,0.01,-0.01,0.33,0.0,0.01,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Mexico,Orbelin Pineda,Mexico,MF,1,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Czechia,Mojmir Chytil,Czechia,FW,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Czechia,Vladimir Darida,Czechia,MF,1,55,0.0,0.15,-0.15,1.0,0.0,0.0,0.15,0.0,0.25,-0.25,1.64,0.0,0.25,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Korea Republic,Kim Min-Jae,Korea Republic,DF,3,245,0.0,0.03,-0.03,1.0,1.0,0.0,0.03,0.0,0.01,-0.01,0.37,0.37,0.01,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
South Africa,Mbekezeli Mbokazi,South Africa,DF,3,270,0.0,0.06,-0.06,4.0,1.0,0.0,0.02,0.0,0.02,-0.02,1.33,0.33,0.02,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
South Africa,Thalente Mbatha,South Africa,MF,3,214,0.0,0.07,-0.07,3.0,1.0,0.0,0.02,0.0,0.03,-0.03,1.26,0.42,0.03,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
South Africa,Relebohile Mofokeng,South Africa,FW,2,125,0.0,0.13,-0.13,3.0,1.0,0.0,0.04,0.0,0.09,-0.09,2.16,0.72,0.09,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
South Africa,Jayden Adams,South Africa,MF,3,116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Korea Republic,Kim Jin-Gyu,Korea Republic,MF,2,51,0.0,0.06,-0.06,1.0,0.0,0.0,0.06,0.0,0.11,-0.11,1.76,0.0,0.11,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Korea Republic,Hwang In-Beom,Korea Republic,MF,3,264,1.0,0.39,0.61,4.0,2.0,25.0,0.1,0.34,0.13,0.21,1.36,0.68,0.13,0.34,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Korea Republic,Bae Jun-Ho,Korea Republic,MF,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Korea Republic,Kim Tae-Hyeon,Korea Republic,DF,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
South Africa,Thapelo Maseko,South Africa,FW,2,159,1.0,0.53,0.47,8.0,1.0,12.5,0.07,0.57,0.3,0.27,4.53,0.57,0.3,0.57,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Korea Republic,Kim Moon-Hwan,Korea Republic,DF,1,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
South Africa,Aubrey Modiba,South Africa,DF,3,257,0.0,0.15,-0.15,5.0,1.0,0.0,0.03,0.0,0.05,-0.05,1.75,0.35,0.05,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Korea Republic,Son Heung-Min,Korea Republic,FW,3,171,0.0,1.05,-1.05,7.0,1.0,0.0,0.15,0.0,0.55,-0.55,3.68,0.53,0.55,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
South Africa,Khuliso Mudau,South Africa,DF,3,270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
South Africa,Thabang Matuludi,South Africa,DF,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Korea Republic,Lee Dong-Gyeong,Korea Republic,MF,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Korea Republic,Lee Tae-Seok,Korea Republic,DF,2,114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
South Africa,Olwethu Makhanya,South Africa,DF,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
South Africa,Lyle Foster,South Africa,FW,1,56,0.0,0.04,-0.04,1.0,0.0,0.0,0.04,0.0,0.06,-0.06,1.61,0.0,0.06,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Korea Republic,Lee Gi-Hyuk,Korea Republic,DF,3,270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
South Africa,Evidence Makgopa,South Africa,FW,3,128,0.0,0.74,-0.74,4.0,3.0,0.0,0.19,0.0,0.52,-0.52,2.81,2.11,0.52,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Korea Republic,Cho Wi-Je,Korea Republic,DF,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Korea Republic,Yang Hyun-Jun,Korea Republic,FW,1,19,0.0,0.26,-0.26,1.0,1.0,0.0,0.26,0.0,1.23,-1.23,4.74,4.74,1.23,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Korea Republic,Park Jin-Seob,Korea Republic,MF,2,31,0.0,0.36,-0.36,1.0,1.0,0.0,0.36,0.0,1.05,-1.05,2.9,2.9,1.05,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Korea Republic,Seol Young-Woo,Korea Republic,DF,3,251,0.0,0.09,-0.09,2.0,0.0,0.0,0.05,0.0,0.03,-0.03,0.72,0.0,0.03,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
South Africa,Bradley Cross,South Africa,DF,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Korea Republic,Paik Seung-Ho,Korea Republic,MF,3,206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Korea Republic,Lee Kang-In,Korea Republic,MF,3,270,0.0,0.14,-0.14,4.0,1.0,0.0,0.03,0.0,0.05,-0.05,1.33,0.33,0.05,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
South Africa,Nkosinathi Sibisi,South Africa,DF,1,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Korea Republic,Lee Han-Beom,Korea Republic,DF,3,270,0.0,0.11,-0.11,2.0,0.0,0.0,0.06,0.0,0.04,-0.04,0.67,0.0,0.04,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Korea Republic,Lee Jae-Sung,Korea Republic,MF,2,119,0.0,0.45,-0.45,2.0,1.0,0.0,0.22,0.0,0.34,-0.34,1.51,0.76,0.34,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Korea Republic,Cho Gue-Sung,Korea Republic,FW,2,29,0.0,0.5,-0.5,2.0,1.0,0.0,0.25,0.0,1.55,-1.55,6.21,3.1,1.55,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
South Africa,Ime Okon,South Africa,DF,3,270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
South Africa,Tshepang Moremi,South Africa,FW,1,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Korea Republic,Eom Ji-Sung,Korea Republic,FW,2,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
South Africa,Kamogelo Sebelebele,South Africa,MF,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
